record_date,machine_id,machine_name,page_status,detail_link_count,unique_detail_links,parsed_rows,duplicate_link_count
2026-08-13,818,ｅソードアート・オンライン~閃光の軌跡~Ｋ７,ok,9,9,9,0
2026-08-13,1743,ｅハイスクールオブザデッド３Ｖ１Ａ,ok,1,1,1,0
2026-08-13,1580,ｅバイオハザード６ＡＰＮ,ok,2,2,2,0
2026-08-13,1424,ｅバキ２ＬＢＭ４,ok,1,1,1,0
2026-08-13,1746,ｅフィーバーもののがたりＦ,ok,1,1,1,0
2026-08-13,1527,ｅフィーバーキン肉マン,ok,4,4,4,0
2026-08-13,1466,ｅフィーバーダンベル何キロ持てる２Ｆ,ok,1,1,1,0
2026-08-13,1615,ｅフィーバーデッドマウント・デスプレイＴ,ok,2,2,2,0
2026-08-13,1744,ｅフィーバーブルーロックＭＺ,ok,1,1,1,0
2026-08-13,1738,ｅフィーバー機動戦士ガンダムＳＥＥＤ２ｂＦ,ok,13,13,13,0
2026-08-13,1711,ｅフィーバー炎炎ノ消防隊２ＭＳ,ok,1,1,1,0
2026-08-13,1616,ｅメイヒテンセイＣＭＰ,ok,1,1,1,0
2026-08-13,1563,ｅライザのアトリエＫ３,ok,1,1,1,0
2026-08-13,1503,ｅリコリス・リコイルＭ３,ok,5,5,5,0
2026-08-13,1529,ｅリング 最恐領域ＲＨＡ,ok,1,1,1,0
2026-08-13,1740,ｅ七つの大罪３ＧＦＥＡ,ok,2,2,2,0
2026-08-13,1611,ｅ化物語２ＧＳＥＤ,ok,1,1,1,0
2026-08-13,1353,ｅ北斗の拳１１暴凶星ＳＨＥＦ,ok,4,4,4,0
2026-08-13,1357,ｅ地獄少女７５００Ｖｅｒ．ＲＨＺ,ok,1,1,1,0
2026-08-13,1188,ｅ女神のカフェテラスＪＬＺ,ok,5,5,5,0
2026-08-13,1702,ｅ必殺仕事人ⅥＭ２,ok,3,3,3,0
2026-08-13,1397,ｅ新世紀エヴァンゲリオン１７,ok,7,7,7,0
2026-08-13,1704,ｅ東京リベンジャーズ聖夜決戦編ＥＲＥＣ,ok,3,3,3,0
2026-08-13,1614,ｅ東京喰種ＭＷ,ok,6,6,6,0
2026-08-13,956,ｅ東京喰種Ｗ,ok,24,24,24,0
2026-08-13,1700,ｅ無職転生~異世界行ったら本気だす,ok,5,5,5,0
2026-08-13,1165,ｅ牙狼１２ＸＸ－ＭＪ,ok,13,13,13,0
2026-08-13,1710,ｅ甲鉄城のカバネリ２ＧＦＥＡ,ok,1,1,1,0
2026-08-13,1747,ｅ真・一騎当千~軍神覚醒~ＡＭ－ＴＳ,ok,1,1,1,0
2026-08-13,1703,ｅ結城友奈は勇者であるＭＰ,ok,3,3,3,0
2026-08-13,1701,ｅ虚構推理ＭＨＪＴ,ok,3,3,3,0
2026-08-13,1505,ｅ転生したらスライムだった件２ＭＦ,ok,1,1,1,0
2026-08-13,1745,ｅ魔法少女まどか☆マギカ３ＬＰＭ１,ok,1,1,1,0
2026-08-13,1706,ｅ魔法少女リリカルなのはＨＴＥＺ２,ok,1,1,1,0
2026-08-13,1168,ｅ黄門ちゃま９ＨＣ３,ok,1,1,1,0
2026-08-13,1617,ｅ／ガンゲイル・オンライン／Ｍ０８,ok,1,1,1,0
2026-08-13,1779,ｅ／押忍番長漢の頂／Ａ０３,ok,2,2,2,0
2026-08-13,1712,ｅ／押忍番長漢の頂／Ｌ０９,ok,1,1,1,0
